級,分野,問題文,前後,単位,正解単位,解答,解説
2,仲立人,"仲立人が売り主・買い主双方から3.2％ずつの手数料を受け取る約束で¥3,690,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",3808080,"買い主なので（1+％）です。|3,690,000×1.032"
2,仲立人,"仲立人が売り主・買い主双方から3.2％ずつの手数料を受け取る約束で¥3,690,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",3571920,"売り主なので（1-％）です。|3,690,000×0.968"
2,仲立人,"仲立人が売り主・買い主双方から3.2％ずつの手数料を受け取る約束で¥3,690,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",236160,"仲立人なので（売り主・買い主の手数料％の合計）です。|3,690,000×0.064"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥4,330,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",4464230,"買い主なので（1+％）です。|4,330,000×1.031"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥4,330,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",4195770,"売り主なので（1-％）です。|4,330,000×0.969"
2,仲立人,"仲立人が売り主・買い主双方から3.1％ずつの手数料を受け取る約束で¥4,330,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",268460,"仲立人なので（売り主・買い主の手数料％の合計）です。|4,330,000×0.062"
2,仲立人,"仲立人が売り主から3.3％、買い主から3.6％の手数料を受け取る約束で¥9,640,000の商品の売買を仲介した。買い主の支払総額はいくらか。",1,"￥|＄|€|￡","￥",9987040,"買い主なので（1+％）です。|9,640,000×1.036"
2,仲立人,"仲立人が売り主から3.3％、買い主から3.6％の手数料を受け取る約束で¥9,640,000の商品の売買を仲介した。売り主の手取金はいくらか。",1,"￥|＄|€|￡","￥",9321880,"売り主なので（1-％）です。|9,640,000×0.967"
2,仲立人,"仲立人が売り主から3.3％、買い主から3.6％の手数料を受け取る約束で¥9,640,000の商品の売買を仲介した。仲立人が得た手数料の合計額はいくらか。",1,"￥|＄|€|￡","￥",665160,"仲立人なので（売り主・買い主の手数料％の合計）です。|9,640,000×0.069"
2,減価償却,"取得価額 ¥6,490,000 耐用年数21年の固定資産を定額法で減価償却すれば、第18期末減価償却累計額はいくらか。ただし、決算は年1回、残存簿価¥1とする。",1,"￥|＄|€|￡","￥",5607360,"表を見て、耐用年数21年の償却率を確認します（0.048）。それを取得価額にかけて、償却額を求めます。18年後の累計額を求めればよいので、「×18」です。|6,490,000×0.048×18"
2,複利終価,"¥1,850,000を年利率6.5％、1年1期の複利で8年間貸すと、複利利息はいくらか。（円未満4捨5入）",1,"￥|＄|€|￡","￥",1211742,"表Ａを見て終価率を確認（1.6549 9567）します。それを掛けて、元金を引いて求めます。|1,850,000×1.65499567-1,850,000"
2,複利現価,"7年6か月後に支払う負債¥9,180,000を年利率4％、半年1期の複利で割り引いて、いま支払うとすればその金額はいくらか。（円未満4捨5入）",1,"￥|＄|€|￡","￥",6820875,"表Ａを見て現価率を確認しますが、半年1期なので「利率÷2（2％）、期間×2（15期）」です（0.74301473）。|9,180,000×0.74301473"
